Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,46.40272521972656,46.6441535949707,45.678436279296875,45.77500915527344,18.989967346191406,4592440
2010-01-05,46.16129684448242,46.451011657714844,45.29214859008789,46.06472396850586,19.11015510559082,7546720
2010-01-06,45.87158203125,46.6441535949707,45.630149841308594,46.35443878173828,19.230342864990234,14133532
2010-01-07,46.6441535949707,46.6441535949707,45.38872146606445,45.87158203125,19.030027389526367,8974674
2010-01-08,46.16129684448242,46.35443878173828,44.90586471557617,45.87158203125,19.030027389526367,5940660
2010-01-11,46.35443878173828,46.35443878173828,45.919864654541016,46.16129684448242,19.150217056274414,5012853
2010-01-12,46.35443878173828,46.35443878173828,45.9681510925293,46.35443878173828,19.230342864990234,3315669
2010-01-13,45.87158203125,46.11301040649414,45.437007904052734,45.485294342041016,18.869775772094727,4096436
2010-01-14,45.87158203125,46.547584533691406,45.678436279296875,46.16129684448242,19.150217056274414,3952501
2010-01-15,46.40272521972656,46.83729934692383,46.06472396850586,46.2095832824707,19.170249938964844,8423788
2010-01-18,46.01643753051758,47.07872772216797,45.919864654541016,46.83729934692383,19.430662155151367,6045246
2010-01-19,47.12701416015625,47.803016662597656,46.257869720458984,46.257869720458984,19.190284729003906,9653961
2010-01-20,46.35443878173828,46.40272521972656,45.09900665283203,45.195579528808594,18.74958610534668,9675707
2010-01-21,45.00243377685547,45.09900665283203,44.423004150390625,44.471290588378906,18.449111938476562,3851022
2010-01-22,44.229862213134766,44.374717712402344,42.00871276855469,42.49156951904297,17.627817153930664,17045357
2010-01-25,42.49156951904297,42.49156951904297,41.52585220336914,41.52585220336914,17.22718620300293,7312697
2010-01-26,41.718994140625,41.76728057861328,39.063270568847656,39.40127182006836,16.345792770385742,16073023
2010-01-27,39.787559509277344,40.077274322509766,39.594417572021484,39.642704010009766,16.445953369140625,7050716
2010-01-28,40.51184844970703,40.898136138916016,40.02899169921875,40.12556076049805,16.64626693725586,8683698
2010-01-29,39.884132385253906,40.849849700927734,38.91841506958008,39.30470275878906,16.305728912353516,9967718
2010-02-01,39.40127182006836,39.884132385253906,38.96670150756836,39.063270568847656,16.2055721282959,6430451
2010-02-02,40.02899169921875,41.139564514160156,39.40127182006836,39.93241882324219,16.566137313842773,7719648
2010-02-03,40.70499038696289,41.47756576538086,40.077274322509766,41.3809928894043,17.16708755493164,4224838
2010-02-04,42.29842758178711,42.49156951904297,41.42927932739258,41.52585220336914,17.22718620300293,7016544
2010-02-05,39.787559509277344,40.56013488769531,39.787559509277344,39.787559509277344,16.506044387817383,5772909
2010-02-08,40.656707763671875,40.656707763671875,39.25641632080078,39.25641632080078,16.28569793701172,5529567
2010-02-09,39.25641632080078,41.18785095214844,39.25641632080078,40.56013488769531,16.826553344726562,4634895
2010-02-10,41.332706451416016,41.960426330566406,41.042991638183594,41.52585220336914,17.22718620300293,4541700
2010-02-22,42.78128433227539,42.87785720825195,42.153568267822266,42.153568267822266,17.487594604492188,3795105
2010-02-23,42.105281829833984,42.20185470581055,41.332706451416016,42.00871276855469,17.42750358581543,2273956
2010-02-24,41.52585220336914,41.52585220336914,41.139564514160156,41.139564514160156,17.066932678222656,3594218
2010-02-25,41.23613739013672,41.284423828125,40.02899169921875,40.077274322509766,16.626232147216797,6331044
2010-02-26,39.69099044799805,40.077274322509766,39.40127182006836,39.884132385253906,16.54610824584961,6835332
2010-03-01,40.077274322509766,41.042991638183594,40.02899169921875,40.41527557373047,16.766456604003906,5480898
2010-03-02,40.9464225769043,40.9464225769043,40.02899169921875,40.17384719848633,16.666297912597656,5007675
2010-03-03,40.077274322509766,40.36698913574219,39.787559509277344,40.36698913574219,16.74642562866211,5877495
2010-03-04,40.56013488769531,40.56013488769531,39.11155700683594,39.44955825805664,16.365821838378906,6888142
2010-03-05,40.077274322509766,40.70499038696289,39.98070526123047,40.51184844970703,16.806522369384766,10710171
2010-03-08,41.042991638183594,42.394996643066406,41.042991638183594,42.105281829833984,17.46756935119629,11984871
2010-03-09,42.29842758178711,42.29842758178711,41.57413864135742,41.76728057861328,17.32733917236328,3730904
2010-03-10,41.718994140625,41.863853454589844,41.139564514160156,41.3809928894043,17.16708755493164,2666411
2010-03-11,41.52585220336914,41.912139892578125,41.042991638183594,41.23613739013672,17.10699462890625,4148211
2010-03-12,41.23613739013672,41.52585220336914,40.75327682495117,41.139564514160156,17.066932678222656,4708416
2010-03-15,41.042991638183594,41.332706451416016,40.56013488769531,40.56013488769531,16.826553344726562,3429574
2010-03-16,40.077274322509766,40.46356201171875,40.02899169921875,40.17384719848633,16.666297912597656,4376020
2010-03-17,40.56013488769531,40.608421325683594,40.17384719848633,40.51184844970703,16.806522369384766,14020663
2010-03-18,40.51184844970703,40.75327682495117,40.17384719848633,40.17384719848633,16.666297912597656,11088128
2010-03-19,40.17384719848633,40.17384719848633,39.2081298828125,39.40127182006836,16.345792770385742,19263397
2010-03-22,39.35298538208008,39.35298538208008,38.91841506958008,39.2081298828125,16.265666961669922,11189607
2010-03-23,39.49784469604492,39.73927307128906,39.2081298828125,39.5461311340332,16.4058895111084,8576006
2010-03-24,39.787559509277344,39.98070526123047,39.49784469604492,39.5461311340332,16.4058895111084,6901604
2010-03-25,39.594417572021484,40.46356201171875,39.594417572021484,40.27042007446289,16.706361770629883,14537377
2010-03-26,40.46356201171875,41.76728057861328,39.93241882324219,41.6224250793457,17.267248153686523,17012221
2010-03-29,41.67070770263672,41.960426330566406,41.23613739013672,41.6224250793457,17.267248153686523,9477927
2010-03-30,41.912139892578125,42.29842758178711,41.332706451416016,41.332706451416016,17.147056579589844,10395379
2010-03-31,42.00871276855469,42.00871276855469,40.56013488769531,40.70499038696289,16.88664436340332,11118158
2010-04-01,40.75327682495117,41.042991638183594,40.46356201171875,40.56013488769531,16.826553344726562,10918306
2010-04-02,40.56013488769531,40.80156326293945,40.46356201171875,40.46356201171875,16.78649139404297,5691105
2010-04-06,41.042991638183594,41.863853454589844,40.70499038696289,41.67070770263672,17.28727912902832,13541227
2010-04-07,41.81556701660156,41.960426330566406,41.47756576538086,41.718994140625,17.30730628967285,9038875
2010-04-08,41.718994140625,41.81556701660156,41.284423828125,41.52585220336914,17.22718620300293,4460931
2010-04-09,41.52585220336914,41.6224250793457,41.284423828125,41.3809928894043,17.16708755493164,3474100
2010-04-12,41.47756576538086,41.52585220336914,40.70499038696289,40.80156326293945,16.926712036132812,3880016
2010-04-13,40.56013488769531,40.608421325683594,39.884132385253906,40.31870651245117,16.72639274597168,6369357
2010-04-14,40.41527557373047,41.042991638183594,40.27042007446289,40.56013488769531,16.826553344726562,6682078
2010-04-15,41.042991638183594,41.18785095214844,40.51184844970703,40.9464225769043,16.98680877685547,5791548
2010-04-16,40.9464225769043,40.9464225769043,39.93241882324219,39.93241882324219,16.566137313842773,8162842
2010-04-19,39.40127182006836,39.642704010009766,39.11155700683594,39.15984344482422,16.245637893676758,8028227
2010-04-20,40.077274322509766,40.077274322509766,39.15984344482422,39.835845947265625,16.526073455810547,7395537
2010-04-21,39.884132385253906,40.17384719848633,39.787559509277344,40.077274322509766,16.626232147216797,9945972
2010-04-22,39.884132385253906,39.98070526123047,39.40127182006836,39.73927307128906,16.48601531982422,6928527
2010-04-23,39.835845947265625,39.98070526123047,39.5461311340332,39.69099044799805,16.465980529785156,6013145
2010-04-26,39.787559509277344,40.9464225769043,39.787559509277344,40.849849700927734,16.946741104125977,11497151
