Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,16.649999618530273,16.950000762939453,16.600000381469727,16.950000762939453,13.752568244934082,985843
2019-01-03,17.100000381469727,17.899999618530273,17.100000381469727,17.75,14.401657104492188,2367216
2019-01-04,18.0,18.299999237060547,17.549999237060547,17.75,14.401657104492188,3053248
2019-01-07,18.399999618530273,19.450000762939453,18.350000381469727,19.0,15.415857315063477,3950699
2019-01-08,19.100000381469727,19.450000762939453,19.0,19.200000762939453,15.578129768371582,2421052
2019-01-09,19.399999618530273,19.399999618530273,19.0,19.149999618530273,15.537561416625977,1410120
2019-01-10,19.299999237060547,19.399999618530273,19.149999618530273,19.200000762939453,15.578129768371582,902390
2019-01-11,19.200000762939453,19.350000381469727,19.100000381469727,19.200000762939453,15.578129768371582,889864
2019-01-14,19.200000762939453,19.350000381469727,18.950000762939453,18.950000762939453,15.375288963317871,651238
2019-01-15,18.950000762939453,19.0,18.600000381469727,18.649999618530273,15.131880760192871,721208
2019-01-16,18.75,18.950000762939453,18.700000762939453,18.950000762939453,15.375288963317871,601118
2019-01-17,19.0,19.25,18.899999618530273,18.899999618530273,15.33471965789795,667218
2019-01-18,18.899999618530273,18.950000762939453,18.75,18.75,15.213016510009766,391186
2019-01-21,18.75,18.75,18.399999618530273,18.399999618530273,14.92903995513916,756115
2019-01-22,18.399999618530273,18.450000762939453,18.100000381469727,18.25,14.80733585357666,766066
2019-01-23,18.100000381469727,18.25,17.799999237060547,17.899999618530273,14.523359298706055,1012089
2019-01-24,17.899999618530273,18.049999237060547,17.850000381469727,18.049999237060547,14.645062446594238,333507
2019-01-25,18.100000381469727,18.25,18.100000381469727,18.100000381469727,14.685632705688477,337484
2019-01-28,18.149999618530273,18.25,18.0,18.049999237060547,14.645062446594238,288992
2019-01-29,18.25,18.850000381469727,18.25,18.75,15.213016510009766,1225812
2019-01-30,18.600000381469727,18.799999237060547,18.5,18.600000381469727,15.091314315795898,663504
2019-02-11,18.799999237060547,19.049999237060547,18.799999237060547,18.899999618530273,15.33471965789795,931279
2019-02-12,18.899999618530273,19.049999237060547,18.799999237060547,18.899999618530273,15.33471965789795,680424
2019-02-13,18.899999618530273,18.950000762939453,18.700000762939453,18.899999618530273,15.33471965789795,444539
2019-02-14,19.049999237060547,19.149999618530273,18.799999237060547,18.850000381469727,15.294154167175293,578721
2019-02-15,18.899999618530273,18.950000762939453,18.649999618530273,18.649999618530273,15.131880760192871,468415
2019-02-18,18.700000762939453,18.850000381469727,18.649999618530273,18.75,15.213016510009766,213939
2019-02-19,18.850000381469727,19.049999237060547,18.850000381469727,19.0,15.415857315063477,542629
2019-02-20,19.0,19.0,18.899999618530273,18.950000762939453,15.375288963317871,337749
2019-02-21,18.950000762939453,19.200000762939453,18.950000762939453,19.100000381469727,15.496994018554688,796042
2019-02-22,19.100000381469727,19.100000381469727,18.75,18.950000762939453,15.375288963317871,563955
2019-02-25,19.049999237060547,19.399999618530273,19.049999237060547,19.299999237060547,15.659266471862793,1606887
2019-02-26,19.450000762939453,19.450000762939453,19.0,19.049999237060547,15.456426620483398,967625
2019-02-27,19.100000381469727,19.100000381469727,18.850000381469727,18.850000381469727,15.294154167175293,515506
2019-03-04,18.950000762939453,19.100000381469727,18.899999618530273,19.0,15.415857315063477,467398
2019-03-05,19.0,20.25,18.950000762939453,19.899999618530273,16.146080017089844,5135895
2019-03-06,19.950000762939453,21.5,19.600000381469727,21.200000762939453,17.200849533081055,18030106
2019-03-07,21.600000381469727,22.049999237060547,20.799999237060547,20.799999237060547,16.876306533813477,10250128
2019-03-08,20.700000762939453,21.25,20.399999618530273,21.149999618530273,17.1602840423584,2836227
2019-03-11,21.0,21.299999237060547,20.75,21.299999237060547,17.281986236572266,3854379
2019-03-12,22.0,22.5,21.799999237060547,21.899999618530273,17.7688045501709,11991751
2019-03-13,21.899999618530273,22.5,21.850000381469727,21.950000762939453,17.809371948242188,4751832
2019-03-14,22.100000381469727,22.200000762939453,21.799999237060547,21.950000762939453,17.809371948242188,2817402
